"Post ID","Account ID","Account username","Account name",Description,"Duration (sec)","Publish time",Permalink,"Post type","Data comment",Date,Views,Reach,Likes,Shares,"Profile visits",Replies,"Link clicks",Navigation,"Sticker taps",Follows
18072149723587401,17841401475580469,nicki.entenmann,"Nicki Entenmann","A few of you said my link didn’t work yesterday so 
re-linking!  @jshealthvitamins #jshealthpartner",0,"11/14/2025 09:22",https://instagram.com/stories/nicki.entenmann/3765821844939714504,"IG story",,Lifetime,20829,18529,25,3,11,1,197,19520,7,
18057564449282876,17841401475580469,nicki.entenmann,"Nicki Entenmann","One thing I’ve learned as an acne prone girl, is I can’t use what a lot of other people share! 
So I went on a deep dive this year to find products that would finally give me clear skin  @colleenrothschild #crpartner  EARLY30 for 30% off!",59,"11/14/2025 09:31",https://instagram.com/stories/nicki.entenmann/3765826446904854509,"IG story",,Lifetime,20239,17730,35,1,7,3,315,18819,,
17913366936091058,17841401475580469,nicki.entenmann,"Nicki Entenmann","Get 30% off sitewide with code EARLY30 @colleenrothschild #crpartner",60,"11/14/2025 09:31",https://instagram.com/stories/nicki.entenmann/3765826565989566040,"IG story",,Lifetime,18765,17264,25,2,6,5,105,17925,2,
18080840294470238,17841401475580469,nicki.entenmann,"Nicki Entenmann","These 2 are literal angel on earth and have changed my skin & confidence  @colleenrothschild #crpartner  Shop the early Black Friday sale here!
Code: EARLY30 
🥳🥳🥳 Cut these in half to 
last twice as long!",0,"11/14/2025 09:34",https://instagram.com/stories/nicki.entenmann/3765827585096400954,"IG story",,Lifetime,18628,16878,33,1,8,3,252,17476,,
18065269493419271,17841401475580469,nicki.entenmann,"Nicki Entenmann",Amen,15,"11/14/2025 09:35",https://instagram.com/stories/nicki.entenmann/3765828483491152205,"IG story",,Lifetime,18627,16560,340,2,6,26,,18024,,
17858354469488235,17841401475580469,nicki.entenmann,"Nicki Entenmann",,15,"11/14/2025 09:41",https://instagram.com/stories/nicki.entenmann/3765831243183768253,"IG story",,Lifetime,18817,16725,115,32,11,62,,17753,,
18185018614344010,17841401475580469,nicki.entenmann,"Nicki Entenmann","HEY-
So teachers want gift 
cards or cold hard cash
for Christmas Mmkay 
💰🫰🏼💸",26,"11/14/2025 10:39",https://instagram.com/stories/nicki.entenmann/3765860406758910588,"IG story",,Lifetime,24256,21295,118,4,15,31,,22911,,1
18094324837864381,17841401475580469,nicki.entenmann,"Nicki Entenmann","My favorite lifting shoes
are up to 25% off  Leg day",0,"11/14/2025 11:52",https://instagram.com/stories/nicki.entenmann/3765897251404262935,"IG story",,Lifetime,29706,25717,54,0,17,4,771,27447,,
17871612390460128,17841401475580469,nicki.entenmann,"Nicki Entenmann","Flash gifting of 9060 sneaks! 
Winner picked tmw ❤️

Swipe here and DM me your size!",0,"11/14/2025 11:56",https://instagram.com/stories/nicki.entenmann/3765899341904135344,"IG story",,Lifetime,27241,23824,152,5,96,2818,,25520,,
18550027549040539,17841401475580469,nicki.entenmann,"Nicki Entenmann","HBD to our favorite trainer 
@calebfitco 🥳🥳🥳

I see a year older doesn’t change his savage ways on leg day 😒",45,"11/14/2025 13:17",https://instagram.com/stories/nicki.entenmann/3765939965810365793,"IG story",,Lifetime,29902,25970,136,2,55,26,,27081,287,
17953223205019800,17841401475580469,nicki.entenmann,"Nicki Entenmann",2️⃣4️⃣🏀,9,"11/15/2025 11:20",https://instagram.com/stories/nicki.entenmann/3766606115699351479,"IG story",,Lifetime,18381,16729,46,0,42,7,,16401,,
17961653300991884,17841401475580469,nicki.entenmann,"Nicki Entenmann","Nutcracker & decorating 🎄",0,"11/15/2025 16:30",https://instagram.com/stories/nicki.entenmann/3766761933983543600,"IG story",,Lifetime,20394,17593,122,1,26,14,,17764,,1
18088417954764232,17841401475580469,nicki.entenmann,"Nicki Entenmann","The only appropriate stem for the holidays",0,"11/15/2025 20:52",https://instagram.com/stories/nicki.entenmann/3766893623301191811,"IG story",,Lifetime,22889,19079,169,3,24,23,,20431,,
17968610708825478,17841401475580469,nicki.entenmann,"Nicki Entenmann","G morning to everyone but one glass of wine because I was up at 530 am and will take me 2-3 business days to recover 
😴",0,"11/16/2025 06:44",https://instagram.com/stories/nicki.entenmann/3767191590054738495,"IG story",,Lifetime,24047,19615,120,1,11,40,,19066,,
18537662575049231,17841401475580469,nicki.entenmann,"Nicki Entenmann","I have had both the red & white for years and the stems are perfectionnnnn",0,"11/16/2025 06:47",https://instagram.com/stories/nicki.entenmann/3767193038599581803,"IG story",,Lifetime,24386,18870,52,15,4,13,1089,21394,,
18368331295088058,17841401475580469,nicki.entenmann,"Nicki Entenmann",,0,"11/16/2025 07:09",https://instagram.com/stories/nicki.entenmann/3767204269880344316,"IG story",,Lifetime,21871,18083,18,0,3,2,278,20271,,
18063171605565409,17841401475580469,nicki.entenmann,"Nicki Entenmann","I use 12 & 16 lbs for walks!",0,"11/16/2025 07:10",https://instagram.com/stories/nicki.entenmann/3767204690871043372,"IG story",,Lifetime,20613,17596,18,0,6,3,200,19663,,
17989033871900294,17841401475580469,nicki.entenmann,"Nicki Entenmann","I LOVE these for Christmas parties!",0,"11/16/2025 07:11",https://instagram.com/stories/nicki.entenmann/3767205094027498679,"IG story",,Lifetime,20660,17248,35,1,1,2,368,19241,,
17947062629931051,17841401475580469,nicki.entenmann,"Nicki Entenmann",,0,"11/16/2025 07:11",https://instagram.com/stories/nicki.entenmann/3767205369794602502,"IG story",,Lifetime,19854,16925,20,1,2,1,132,18956,,
18019287566610933,17841401475580469,nicki.entenmann,"Nicki Entenmann",,0,"11/16/2025 07:12",https://instagram.com/stories/nicki.entenmann/3767205802772627933,"IG story",,Lifetime,19101,16739,20,0,3,0,279,17848,,
17902509141318307,17841401475580469,nicki.entenmann,"Nicki Entenmann",🥵🥵🥵🥵,0,"11/16/2025 07:30",https://instagram.com/stories/nicki.entenmann/3767214964868992215,"IG story",,Lifetime,19020,16437,44,0,8,21,,18231,,
18030169568537735,17841401475580469,nicki.entenmann,"Nicki Entenmann","I will do the work
Even if I didn’t sleep well
I will do the work
Even when I don’t want to 
I will do the work 
Even at a slower pace 

Doing the work is the solution.",0,"11/16/2025 08:45",https://instagram.com/stories/nicki.entenmann/3767252881217787011,"IG story",,Lifetime,19576,16675,126,0,3,20,,16947,,
18081651065080518,17841401475580469,nicki.entenmann,"Nicki Entenmann","Another tip for runners!  Figure out what pace you want to run: for me it was 8 mins which is roughly 170 BPM- and search playlists on Spotify- so if you run to the beat of the playlist, you’ll roughly be at your pace!",46,"11/16/2025 08:55",https://instagram.com/stories/nicki.entenmann/3767257868018726378,"IG story",,Lifetime,18697,16124,84,14,4,12,,16774,,
18051847238338625,17841401475580469,nicki.entenmann,"Nicki Entenmann","If anything can bring me back to life, it’s sparking electrolytes",0,"11/16/2025 09:46",https://instagram.com/stories/nicki.entenmann/3767283192580084909,"IG story",,Lifetime,18142,16126,24,0,4,1,186,16948,,
18022769765781240,17841401475580469,nicki.entenmann,"Nicki Entenmann",,7,"11/16/2025 11:40",https://instagram.com/stories/nicki.entenmann/3767340653782127610,"IG story",,Lifetime,20289,18077,138,1,20,6,,18711,,
18061506737552976,17841401475580469,nicki.entenmann,"Nicki Entenmann","Hate getting ready for family pics, but always love having them ❤️ Getting “pre ready”:
Curls, base makeup,
Whiten teeth, fluff clothes",40,"11/16/2025 12:41",https://instagram.com/stories/nicki.entenmann/3767371551592326610,"IG story",,Lifetime,23053,20278,116,0,16,10,,16296,,
18174205921364513,17841401475580469,nicki.entenmann,"Nicki Entenmann","This brand is one of my favorites! 
Always cite prints , lightweight & breathable  I’m in S",0,"11/16/2025 13:04",https://instagram.com/stories/nicki.entenmann/3767382999961884486,"IG story",,Lifetime,23756,20332,49,0,4,1,1025,21171,,
18104837677711604,17841401475580469,nicki.entenmann,"Nicki Entenmann","Get up to 52% off with my link @grunsdaily #grunspartner  At the bare minimum you should be getting this in your diet!  8 daily gummies",0,"11/16/2025 13:10",https://instagram.com/stories/nicki.entenmann/3767385772640088893,"IG story",,Lifetime,22297,19889,52,3,6,1,107,21087,6,
18056584676295483,17841401475580469,nicki.entenmann,"Nicki Entenmann","Went with the gray 
dress you voted for! 
Size S",0,"11/16/2025 14:08",https://instagram.com/stories/nicki.entenmann/3767415135536329948,"IG story",,Lifetime,25392,21289,170,3,3,16,253,22744,,
17926013523027443,17841401475580469,nicki.entenmann,"Nicki Entenmann",❤️❤️❤️,0,"11/16/2025 14:12",https://instagram.com/stories/nicki.entenmann/3767417408807147719,"IG story",,Lifetime,25253,20904,254,0,8,22,,24184,,
18111990586608402,17841401475580469,nicki.entenmann,"Nicki Entenmann","Things are going great, thanks for asking",0,"11/16/2025 14:49",https://instagram.com/stories/nicki.entenmann/3767435875488787095,"IG story",,Lifetime,24303,21374,152,0,6,25,,23190,,
18086690714057134,17841401475580469,nicki.entenmann,"Nicki Entenmann","It’s like a reward",5,"11/16/2025 15:49",https://instagram.com/stories/nicki.entenmann/3767466064603852820,"IG story",,Lifetime,24763,22030,124,0,6,7,,22578,,
18535056355019307,17841401475580469,nicki.entenmann,"Nicki Entenmann","Being the guinea pig and 
seeing if ‘Wolverine’
( BPC157 & TB500) 
can help with my 135 
year old knee at all! 

Will be injection sub Q daily for 2 months so I’ll keep everyone posted!",0,"11/16/2025 17:15",https://instagram.com/stories/nicki.entenmann/3767509210645788619,"IG story",,Lifetime,29052,23047,126,3,17,61,,24613,,
17852566371578958,17841401475580469,nicki.entenmann,"Nicki Entenmann","Guys- she’s doing it!!!!
Started her embroidery 
👵🏼👵🏼👵🏼👵🏼
And it already brought me so much Joy",32,"11/16/2025 18:51",https://instagram.com/stories/nicki.entenmann/3767557720095187855,"IG story",,Lifetime,30648,25232,232,3,22,23,,24047,,
18087926372497049,17841401475580469,nicki.entenmann,"Nicki Entenmann","Code: EARLY30 for 30% off!  Reason 102493 I love these!
I double cleansed my face and still had this much makeup/dirt come up. 
Dries out blemishes without drying out face! 
Promotes cell turn over 

Favorite product for acne ever  @colleenrothschild #crpartner",0,"11/16/2025 19:36",https://instagram.com/stories/nicki.entenmann/3767580301783322662,"IG story",,Lifetime,29537,25085,69,6,7,3,535,25502,10,
17898736986338643,17841401475580469,nicki.entenmann,"Nicki Entenmann","Retinol, reduce wrinkles, hydration, skin barrier support",0,"11/16/2025 19:51",https://instagram.com/stories/nicki.entenmann/3767587946623746963,"IG story",,Lifetime,28668,24432,56,0,19,2,431,26813,,
17946064737062426,17841401475580469,nicki.entenmann,"Nicki Entenmann","Stop wasting your money on expensive ones. This is $10",50,"11/17/2025 08:46",https://instagram.com/stories/nicki.entenmann/3767977740876992580,"IG story",,Lifetime,30060,25922,98,12,12,12,1203,26265,,
18092268793903626,17841401475580469,nicki.entenmann,"Nicki Entenmann","A little tinted skincare to keep the skin light and fresh but have some coverage❤️ Use this link to shop Holiday Gift Sets and get a full size 10 ingredient body moisturizer with purchase of $40 or more  @typologyparis #typologyparis #typologyparter",35,"11/17/2025 08:50",https://instagram.com/stories/nicki.entenmann/3767980268305885624,"IG story",,Lifetime,27877,24716,65,4,14,12,759,25800,,
17898459258338226,17841401475580469,nicki.entenmann,"Nicki Entenmann","What I wear 
when I’m around the house, gym, errands!  Glow drops
Tinted serum- type 2 light 
Concealer 
Serum mascara 
Mattifying loose powder 
Lip oil- plum purple  @typologyparis #typologyparis #typologypartner",0,"11/17/2025 08:55",https://instagram.com/stories/nicki.entenmann/3767982225309400996,"IG story",,Lifetime,26881,24058,75,0,4,4,449,25202,2,
18540661213001145,17841401475580469,nicki.entenmann,"Nicki Entenmann","Code: 10NICKI for discount  I am the LEAST artsy person on the planet. Truly. I just started but the instructional videos are SO well done and makes me confident I can do it! @cleverpoppy",0,"11/17/2025 08:59",https://instagram.com/stories/nicki.entenmann/3767984653618463861,"IG story",,Lifetime,32024,26859,187,15,7,15,688,25918,,
17860608618539228,17841401475580469,nicki.entenmann,"Nicki Entenmann","Sneaker winner:
@jenny_ann_johnson  Come back later today 
cuz im doing a super fun gifting with one of my best girls
👀👀👀👀",0,"11/17/2025 09:10",https://instagram.com/stories/nicki.entenmann/3767989778865023511,"IG story",,Lifetime,29297,23920,271,0,9,17,,28142,160,
18076832033336092,17841401475580469,nicki.entenmann,"Nicki Entenmann","This wasn’t exactly what we wore but close! Love the kids outfits ❤️",5,"11/17/2025 09:22",https://instagram.com/stories/nicki.entenmann/3767996221810657222,"IG story",,Lifetime,28430,24132,92,0,6,1,85,26624,,
17858188641553209,17841401475580469,nicki.entenmann,"Nicki Entenmann","Just reply UGGS below and follow me & @alwaysmeliss to enter!",5,"11/17/2025 09:55",https://instagram.com/stories/nicki.entenmann/3768012852192451597,"IG story",,Lifetime,36964,25417,462,10,46,5079,,26865,5943,1
18046082528462698,17841401475580469,nicki.entenmann,"Nicki Entenmann","The thong song hates to see Helga coming",57,"11/17/2025 11:41",https://instagram.com/stories/nicki.entenmann/3768066221473411981,"IG story",,Lifetime,35055,27224,402,24,74,263,,32883,,1
18084420800076582,17841401475580469,nicki.entenmann,"Nicki Entenmann","It’s SO freaking good!!!",0,"11/17/2025 13:11",https://instagram.com/stories/nicki.entenmann/3768111508665551332,"IG story",,Lifetime,31136,26463,76,12,20,3,238,29563,,
18062967446533862,17841401475580469,nicki.entenmann,"Nicki Entenmann","The best 1” curling is on sale!",0,"11/17/2025 13:40",https://instagram.com/stories/nicki.entenmann/3768126135252192716,"IG story",,Lifetime,31844,25974,165,0,8,15,1540,28913,,
18176996038366401,17841401475580469,nicki.entenmann,"Nicki Entenmann","There are SO many sales on trees (some are over 50% off)",0,"11/17/2025 13:42",https://instagram.com/stories/nicki.entenmann/3768127057596427724,"IG story",,Lifetime,30212,25474,88,3,6,6,658,28289,,
18082104140108806,17841401475580469,nicki.entenmann,"Nicki Entenmann","One of my favorite brand of pjs is over 30% off on select patterns! 
I wear S",0,"11/17/2025 13:43",https://instagram.com/stories/nicki.entenmann/3768127643582633938,"IG story",,Lifetime,29102,24914,80,0,5,1,597,27379,,
17900518104322281,17841401475580469,nicki.entenmann,"Nicki Entenmann","One of my favorite 
nonSticky 🍈🍈 
covers are 35% off!

Great for any holiday dresses you plan on wearing!",0,"11/17/2025 13:47",https://instagram.com/stories/nicki.entenmann/3768129555572864347,"IG story",,Lifetime,28393,24454,82,0,13,7,190,26840,,
18088707655767776,17841401475580469,nicki.entenmann,"Nicki Entenmann","Training schedule this week: Monday: REST (I’m so sore from leg day & long run yesterday) 
Tuesday: HIIT & full body
Wednesday: 1-2 mile quick pace run 
Thursday: upper body 
Friday: leg day 
Saturday: recover/row
Sunday: distance run",0,"11/17/2025 13:50",https://instagram.com/stories/nicki.entenmann/3768131220678012851,"IG story",,Lifetime,29887,24177,106,0,25,5,,27017,,
18152258764414322,17841401475580469,nicki.entenmann,"Nicki Entenmann","My bod knows it’s bulk season!! 
 dinner #2 
 
Fage 0%, cottage cheese, 
honey, cinnamon 
& honeycrisppppppppp",0,"11/17/2025 17:04",https://instagram.com/stories/nicki.entenmann/3768228798308112989,"IG story",,Lifetime,32408,26713,160,1,19,14,,28016,2,
17918777874225739,17841401475580469,nicki.entenmann,"Nicki Entenmann","FIRST OFFICIAL 
 STITCH IN THE BOOKS!  @cleverpoppy",50,"11/17/2025 18:50",https://instagram.com/stories/nicki.entenmann/3768282102115419927,"IG story",,Lifetime,34014,30197,141,1,19,28,,27082,,
18027201383770076,17841401475580469,nicki.entenmann,"Nicki Entenmann","This masterpiece will be sold when finished to the highest bidder 

Auction starts at one iced coffee",0,"11/17/2025 18:54",https://instagram.com/stories/nicki.entenmann/3768283926067272504,"IG story",,Lifetime,28893,25969,172,0,5,28,,26655,,
17976259313790563,17841401475580469,nicki.entenmann,"Nicki Entenmann","All this is clearly for research purposes 💅🏼",0,"11/17/2025 18:58",https://instagram.com/stories/nicki.entenmann/3768285798085760811,"IG story",,Lifetime,29009,25863,153,1,12,47,,27530,,
17951847237021198,17841401475580469,nicki.entenmann,"Nicki Entenmann","I’m in size 4 25” There’s REAL cute on and are great for twerking to the thong song",0,"11/17/2025 19:22",https://instagram.com/stories/nicki.entenmann/3768297989241402076,"IG story",,Lifetime,34730,27821,92,2,45,18,1080,29519,,
18084804947050367,17841401475580469,nicki.entenmann,"Nicki Entenmann","G morning to everyone except embroidery haters 
👵🏼🙌🏻 #grandmahobbies",0,"11/18/2025 09:17",https://instagram.com/stories/nicki.entenmann/3768718053685688931,"IG story",,Lifetime,46003,39574,386,3,32,68,,42732,15,1
18085862104819010,17841401475580469,nicki.entenmann,"Nicki Entenmann","I just bought this 
one in size L!  The sell out within minutes for some reason 🫣
One of my favorite oversized sweatshirts  ever",0,"11/18/2025 09:18",https://instagram.com/stories/nicki.entenmann/3768718673259896355,"IG story",,Lifetime,44342,37374,105,4,9,5,951,41434,,
18056358884307822,17841401475580469,nicki.entenmann,"Nicki Entenmann","Just reply UGGS below and follow me & @alwaysmeliss to enter!",0,"11/18/2025 09:30",https://instagram.com/stories/nicki.entenmann/3768724952183333558,"IG story",,Lifetime,46574,36315,583,13,81,5949,,40539,5559,
17925511197174501,17841401475580469,nicki.entenmann,"Nicki Entenmann","@rhopephotography  Family pics
 came in 🥰",0,"11/18/2025 09:49",https://instagram.com/stories/nicki.entenmann/3768734453120753583,"IG story",,Lifetime,44160,35020,1881,6,45,244,,40129,215,1
18114090901606009,17841401475580469,nicki.entenmann,"Nicki Entenmann","K crying bye 😭",0,"11/18/2025 09:51",https://instagram.com/stories/nicki.entenmann/3768735200696705980,"IG story",,Lifetime,41166,33824,998,5,25,69,,39983,,
18094729450875868,17841401475580469,nicki.entenmann,"Nicki Entenmann","We know He loves Helga",0,"11/18/2025 10:11",https://instagram.com/stories/nicki.entenmann/3768745615564595609,"IG story",,Lifetime,38261,32725,369,3,30,41,,36476,,
18111548980609380,17841401475580469,nicki.entenmann,"Nicki Entenmann",,0,"11/18/2025 11:30",https://instagram.com/stories/nicki.entenmann/3768785114785552256,"IG story",,Lifetime,35195,29792,80,6,8,0,158,33906,,
18073302329207709,17841401475580469,nicki.entenmann,"Nicki Entenmann",,0,"11/18/2025 11:30",https://instagram.com/stories/nicki.entenmann/3768785157617779145,"IG story",,Lifetime,34842,28923,77,3,3,2,430,33516,,
18063885686408010,17841401475580469,nicki.entenmann,"Nicki Entenmann",,0,"11/18/2025 11:30",https://instagram.com/stories/nicki.entenmann/3768785107411941746,"IG story",,Lifetime,22586,19454,40,0,2,0,27,22068,,
18363673870087628,17841401475580469,nicki.entenmann,"Nicki Entenmann",,0,"11/18/2025 11:30",https://instagram.com/stories/nicki.entenmann/3768785106363412481,"IG story",,Lifetime,33502,28112,68,14,4,2,316,32345,,
17864347410509518,17841401475580469,nicki.entenmann,"Nicki Entenmann",,0,"11/18/2025 11:30",https://instagram.com/stories/nicki.entenmann/3768785140144322984,"IG story",,Lifetime,32109,27590,61,1,10,1,70,31258,,
18081339743144677,17841401475580469,nicki.entenmann,"Nicki Entenmann","Nothing and I mean NOTHING will beat sprinting and fist fighting Karen at 4 am for a TV at Walmart",39,"11/18/2025 12:50",https://instagram.com/stories/nicki.entenmann/3768825359082103240,"IG story",,Lifetime,32136,27715,409,70,19,132,,27985,,
18418373812112104,17841401475580469,nicki.entenmann,"Nicki Entenmann","2005 BOW WOW> 

If you don’t like this song, 
I don’t like you 😏",21,"11/18/2025 13:05",https://instagram.com/stories/nicki.entenmann/3768833158700780530,"IG story",,Lifetime,30695,26736,492,21,25,76,,27222,,
18046797749439229,17841401475580469,nicki.entenmann,"Nicki Entenmann","All Amazon 😍",0,"11/18/2025 13:34",https://instagram.com/stories/nicki.entenmann/3768847684322071719,"IG story",,Lifetime,30491,26070,142,3,9,13,527,28633,,
18352432015163658,17841401475580469,nicki.entenmann,"Nicki Entenmann","My 7.5’ Christmas trees!
Took literally 5 mins to put up
3 piece, light weight, pre lit",0,"11/18/2025 13:37",https://instagram.com/stories/nicki.entenmann/3768849087585224814,"IG story",,Lifetime,30523,25457,123,1,5,8,579,27598,,1
18083281772044040,17841401475580469,nicki.entenmann,"Nicki Entenmann","It’s giving Olivia pope 
#iykyk  I have never broke one of these and I’m super hard on my stuff! What I think
my waist looks
like after 1 salad",0,"11/18/2025 13:39",https://instagram.com/stories/nicki.entenmann/3768849977415181239,"IG story",,Lifetime,30624,24971,191,11,8,36,478,27966,,
18049483946383372,17841401475580469,nicki.entenmann,"Nicki Entenmann","HIGH compression & front seam 
LOVEEEEEEE for high intensity workouts 
I’m in 4 25”",46,"11/18/2025 13:40",https://instagram.com/stories/nicki.entenmann/3768851831666659825,"IG story",,Lifetime,27734,22097,111,0,11,19,1087,25400,,
18064249313434698,17841401475580469,nicki.entenmann,"Nicki Entenmann","VVVVVV into this sweater right now. I’m in size L",0,"11/18/2025 13:42",https://instagram.com/stories/nicki.entenmann/3768851465361350105,"IG story",,Lifetime,28855,24048,104,0,9,10,611,26851,,
18299973772286435,17841401475580469,nicki.entenmann,"Nicki Entenmann","Double lined
Quality is 💅🏼
 Rich colors
Just like free people 
On Amazon budget!!!
Under $30 
I’m in size M",0,"11/18/2025 14:41",https://instagram.com/stories/nicki.entenmann/3768881248249984517,"IG story",,Lifetime,28714,23956,96,2,19,7,531,26583,,
17983103081764208,17841401475580469,nicki.entenmann,"Nicki Entenmann","Find a husband that buys you tru fru when you ask him to pick you up fruit 🫰🏼🫰🏼

Same Same but different, but still same",0,"11/18/2025 17:15",https://instagram.com/stories/nicki.entenmann/3768958848988990166,"IG story",,Lifetime,30038,24243,186,3,14,31,,26035,,
17861339046541621,17841401475580469,nicki.entenmann,"Nicki Entenmann",,50,"11/18/2025 18:13",https://instagram.com/stories/nicki.entenmann/3768988057912288209,"IG story",,Lifetime,28401,24146,180,0,14,31,,26409,,
18081436024886827,17841401475580469,nicki.entenmann,"Nicki Entenmann","Dedication > motivation 
Seeings so many DMs of baddies not waiting until the new year to get active!",52,"11/18/2025 18:43",https://instagram.com/stories/nicki.entenmann/3769003238893658867,"IG story",,Lifetime,26577,23466,209,0,12,19,,24982,,
18320867443244634,17841401475580469,nicki.entenmann,"Nicki Entenmann","Over here trying to be inspirational and I look like a giant shlong. Cool cool 

Follow for more fitness tips",0,"11/18/2025 18:54",https://instagram.com/stories/nicki.entenmann/3769008485363997386,"IG story",,Lifetime,27319,23289,188,8,35,130,,24007,,
18094009843842269,17841401475580469,nicki.entenmann,"Nicki Entenmann","I’m also going to do a quick microneedling today! 🫠",56,"11/19/2025 08:15",https://instagram.com/stories/nicki.entenmann/3769412096275360223,"IG story",,Lifetime,29158,25013,119,0,26,7,,25819,,1
18086118370823168,17841401475580469,nicki.entenmann,"Nicki Entenmann","⦿ 240 LEDs vs 100: Same results in HALF the time (10 min = competitor's 20 min)
⦿ 7-Color Therapy: Red for wrinkles, 
Blue for acne, Green for dark spots
⦿ Clinical Results: Boosts 
collagen production by up to 400% in 12 weeks
⦿ FDA-Cleared: Non negotiables:
Vitamin C & sunscreen in morning always
Retinol at night 
Led mask 3-4x a week",60,"11/19/2025 08:15",https://instagram.com/stories/nicki.entenmann/3769411899218576716,"IG story",,Lifetime,26302,23617,110,20,12,11,,24426,,
18103553938580293,17841401475580469,nicki.entenmann,"Nicki Entenmann","Send this link to your husband 😏Their Black Friday Sale is live! $134 OFF + an 
extra 22% off with NICKI22!
Makes it under $100",60,"11/19/2025 08:15",https://instagram.com/stories/nicki.entenmann/3769411998371892340,"IG story",,Lifetime,27066,22916,120,61,9,31,1522,24294,,
18146362795438393,17841401475580469,nicki.entenmann,"Nicki Entenmann","Final day to enter for Uggs !!
🥳🥳🥳 Just reply Uggs here and follow me & @alwaysmeliss to enter! ❤️",5,"11/19/2025 10:31",https://instagram.com/stories/nicki.entenmann/3769480087629629019,"IG story",,Lifetime,28610,21915,469,7,39,4009,,23326,1892,1
18054062060662549,17841401475580469,nicki.entenmann,"Nicki Entenmann","Because I want a 1993 Black Friday, I will be eating my favorite snack from 1993. 

#iykyk",0,"11/19/2025 11:20",https://instagram.com/stories/nicki.entenmann/3769505067696297534,"IG story",,Lifetime,28166,21705,473,1,31,142,,25702,,
18064745924431644,17841401475580469,nicki.entenmann,"Nicki Entenmann",,56,"11/19/2025 11:32",https://instagram.com/stories/nicki.entenmann/3769511013550039329,"IG story",,Lifetime,24829,20726,410,14,19,180,,22473,,
17961235790861689,17841401475580469,nicki.entenmann,"Nicki Entenmann","@mistletoemarketbym_m 
Saving my life this year!!!
Orders needs to be in by Saturday so it’ll ship to you in time!  Not 30 days. 25. 
Same same but different 😏",47,"11/19/2025 11:34",https://instagram.com/stories/nicki.entenmann/3769511891443004678,"IG story",,Lifetime,23522,19810,78,9,9,10,682,21387,225,
18364782139095478,17841401475580469,nicki.entenmann,"Nicki Entenmann","Code cyber for 30% off 
This is the relief  It’s like a sports bra, tee shirt bra and push-up in one!
I’m v impressed",28,"11/19/2025 12:07",https://instagram.com/stories/nicki.entenmann/3769528712581803396,"IG story",,Lifetime,22770,18988,73,3,9,6,1135,19397,,
18060731096218328,17841401475580469,nicki.entenmann,"Nicki Entenmann","It is gorg but $$$
Im in S
But has a long ass train",51,"11/19/2025 12:10",https://instagram.com/stories/nicki.entenmann/3769530278156095493,"IG story",,Lifetime,21038,18169,83,0,1,12,191,19632,,
18248300935295940,17841401475580469,nicki.entenmann,"Nicki Entenmann","It is GORGGGGG & sexy 
I’m in S (I think I need a M)
Price is v good for the quality",47,"11/19/2025 12:11",https://instagram.com/stories/nicki.entenmann/3769530896975294507,"IG story",,Lifetime,20187,17726,101,2,2,19,226,18967,,
17958541526878464,17841401475580469,nicki.entenmann,"Nicki Entenmann","$100
Sexy yet conservative 
in S",37,"11/19/2025 12:12",https://instagram.com/stories/nicki.entenmann/3769531588288893238,"IG story",,Lifetime,19313,17491,72,1,4,4,49,18531,,
18059807729532044,17841401475580469,nicki.entenmann,"Nicki Entenmann","It is STUNNINNNG. 
Video doesn’t do it justice  I just feel like a linebacker when I wear strapless 🫠",53,"11/19/2025 12:14",https://instagram.com/stories/nicki.entenmann/3769532112207754415,"IG story",,Lifetime,19048,17333,127,2,2,40,172,18147,,
18074286041218409,17841401475580469,nicki.entenmann,"Nicki Entenmann",,0,"11/19/2025 12:16",https://instagram.com/stories/nicki.entenmann/3769533283894972427,"IG story",,Lifetime,19863,17272,46,0,,2,690,18533,,
18351568639200647,17841401475580469,nicki.entenmann,"Nicki Entenmann",,0,"11/19/2025 12:19",https://instagram.com/stories/nicki.entenmann/3769534796461656326,"IG story",,Lifetime,21670,18622,67,1,9,6,223,20567,,
18066460460613586,17841401475580469,nicki.entenmann,"Nicki Entenmann","Major sale!!!",0,"11/19/2025 12:19",https://instagram.com/stories/nicki.entenmann/3769534771874662111,"IG story",,Lifetime,21664,18004,50,5,8,2,47,20962,,
18078838178326869,17841401475580469,nicki.entenmann,"Nicki Entenmann",,0,"11/19/2025 12:19",https://instagram.com/stories/nicki.entenmann/3769534769970472686,"IG story",,Lifetime,19456,16193,40,0,4,1,16,19038,,
18158242957399096,17841401475580469,nicki.entenmann,"Nicki Entenmann","I LIVE for 
crockpot meals",0,"11/19/2025 12:19",https://instagram.com/stories/nicki.entenmann/3769534773711794682,"IG story",,Lifetime,18329,16151,37,0,1,3,41,17817,,
18117684439550254,17841401475580469,nicki.entenmann,"Nicki Entenmann",,0,"11/19/2025 12:19",https://instagram.com/stories/nicki.entenmann/3769534776924590955,"IG story",,Lifetime,17597,15420,38,0,6,0,274,16907,,
18329489839215426,17841401475580469,nicki.entenmann,"Nicki Entenmann","Pre run snack 🙌🏻 Cucumber & tajin Rotis chicken teets & bitchin sauce  Yogurt",0,"11/19/2025 12:34",https://instagram.com/stories/nicki.entenmann/3769542252474577249,"IG story",,Lifetime,20756,17439,83,0,6,10,,18819,,
